Head,Relation,Tail,Head_des,Tail_des,Relation_des,,,,
ba_ria_vung_tau,co_mon_an_dac_san,banh_hoi_an_nhat,"Về với biển cả mênh mông thả hồn mình theo từng con sóng. Ngoài được ngắm nhìn cảnh đẹp ta còn có cơ hội thưởng thức bao món đặc sản thơm ngon. Một trong những món ngon trứ danh được kể đến khi ghé thăm miền biển Vũng Tàu chính là ốc vú nàng. Ngày nay, để tận dụng được hết sự thơm ngon của món ăn này người ta dùng nó để đóng hộp hoặc làm mứt hạt bàng. Được sự ưa chuộng của nhiều du khách gần xa khi ghé qua thăm khu du lịch này. Thịt cá mai trong, lại giòn dai, chế biến thành các món ăn như lẩu và gỏi rất thơm và thanh mát chứ không tanh. Cũng chính vì lẽ đó, khi đã một lần dùng thử món gỏi cá mai thực khách sẽ nhớ mãi cái mùi vị thơm ngon khó quên của món ăn đặc trưng của quê hương miền biển này.","Bánh hỏi là một món ăn đặc sản có rất nhiều ở Vũng Tàu, Bến Tre, Phú Yên, Nha Trang, Bình Định của Việt Nam. Bánh được làm từ bột gạo và có quy trình chế biến công phu, tỉ mỉ. Bánh hỏi thường ăn chung với mỡ hành, thịt quay, thịt nướng, lòng heo... đây là món ăn không thể thiếu trong những dịp lễ, cúng giỗ, cưới hỏi, lễ cúng ở đình, chùa của người dân và là một nét văn hóa ẩm thực của địa phương.",co mon an dac san,,,,
ba_ria_vung_tau,co_mon_an_dac_san,oc_vu_nang,"Về với biển cả mênh mông thả hồn mình theo từng con sóng. Ngoài được ngắm nhìn cảnh đẹp ta còn có cơ hội thưởng thức bao món đặc sản thơm ngon. Một trong những món ngon trứ danh được kể đến khi ghé thăm miền biển Vũng Tàu chính là ốc vú nàng. Ngày nay, để tận dụng được hết sự thơm ngon của món ăn này người ta dùng nó để đóng hộp hoặc làm mứt hạt bàng. Được sự ưa chuộng của nhiều du khách gần xa khi ghé qua thăm khu du lịch này. Thịt cá mai trong, lại giòn dai, chế biến thành các món ăn như lẩu và gỏi rất thơm và thanh mát chứ không tanh. Cũng chính vì lẽ đó, khi đã một lần dùng thử món gỏi cá mai thực khách sẽ nhớ mãi cái mùi vị thơm ngon khó quên của món ăn đặc trưng của quê hương miền biển này.","Ốc vú nàng là tên thông dụng tại Việt Nam dùng để chỉ một số loài ốc có vỏ hình chóp lệch, trên đỉnh có một cái núm nhỏ, vỏ ngoài màu đen xám, mặt trong lấp lánh xà cừ. Thông thường mỗi con ốc vú nàng chỉ to bằng ba ngón tay người lớn, nhưng ốc vú nàng Côn Đảo có con to gần bằng bàn tay. Con ốc vú nàng càng lớn, vỏ có màu hồng càng đậm. Nếu dùng cát xát vào vỏ ốc thì con ốc ánh lên một màu hồng sáng và lấp lánh ánh nhũ.",co mon an dac san,,,,
ba_ria_vung_tau,co_mon_an_dac_san,_goi_ca_mai,"Về với biển cả mênh mông thả hồn mình theo từng con sóng. Ngoài được ngắm nhìn cảnh đẹp ta còn có cơ hội thưởng thức bao món đặc sản thơm ngon. Một trong những món ngon trứ danh được kể đến khi ghé thăm miền biển Vũng Tàu chính là ốc vú nàng. Ngày nay, để tận dụng được hết sự thơm ngon của món ăn này người ta dùng nó để đóng hộp hoặc làm mứt hạt bàng. Được sự ưa chuộng của nhiều du khách gần xa khi ghé qua thăm khu du lịch này. Thịt cá mai trong, lại giòn dai, chế biến thành các món ăn như lẩu và gỏi rất thơm và thanh mát chứ không tanh. Cũng chính vì lẽ đó, khi đã một lần dùng thử món gỏi cá mai thực khách sẽ nhớ mãi cái mùi vị thơm ngon khó quên của món ăn đặc trưng của quê hương miền biển này.","Cá mai (Danh pháp khoa học: Escualosa thoracata) là một loài cá biển dạng cá trích trong phân họ Dorosomatinae của họ Clupeidae. Đây là loài cá có giá trị và được dùng là nguyên liệu để chế biến thành nhiều món ăn, đặc biệt là món gỏi cá mai là một đặc sản ở một số vùng thuộc Việt Nam như Ninh Thuận, Khánh Hòa.",co mon an dac san,,,,
ba_ria_vung_tau,co_mon_an_dac_san,banh_xeo_bien_long_hai,"Về với biển cả mênh mông thả hồn mình theo từng con sóng. Ngoài được ngắm nhìn cảnh đẹp ta còn có cơ hội thưởng thức bao món đặc sản thơm ngon. Một trong những món ngon trứ danh được kể đến khi ghé thăm miền biển Vũng Tàu chính là ốc vú nàng. Ngày nay, để tận dụng được hết sự thơm ngon của món ăn này người ta dùng nó để đóng hộp hoặc làm mứt hạt bàng. Được sự ưa chuộng của nhiều du khách gần xa khi ghé qua thăm khu du lịch này. Thịt cá mai trong, lại giòn dai, chế biến thành các món ăn như lẩu và gỏi rất thơm và thanh mát chứ không tanh. Cũng chính vì lẽ đó, khi đã một lần dùng thử món gỏi cá mai thực khách sẽ nhớ mãi cái mùi vị thơm ngon khó quên của món ăn đặc trưng của quê hương miền biển này.","Đi về vùng biển người ta thường nghĩ đến những món hải sản, nhưng thực tế món bánh xèo bình dị lại đem lại cho người thưởng thức cảm giác nhớ da diết Vũng Tàu hơn. Vũng Tàu nổi tiếng với món bánh xèo thì ở Long Hải còn có món bánh xèo mang hương vị đặc trưng chuẩn vị của Vũng Tàu không đâu có được.",co mon an dac san,,,,
ba_ria_vung_tau,co_mon_an_dac_san,banh_khot,"Về với biển cả mênh mông thả hồn mình theo từng con sóng. Ngoài được ngắm nhìn cảnh đẹp ta còn có cơ hội thưởng thức bao món đặc sản thơm ngon. Một trong những món ngon trứ danh được kể đến khi ghé thăm miền biển Vũng Tàu chính là ốc vú nàng. Ngày nay, để tận dụng được hết sự thơm ngon của món ăn này người ta dùng nó để đóng hộp hoặc làm mứt hạt bàng. Được sự ưa chuộng của nhiều du khách gần xa khi ghé qua thăm khu du lịch này. Thịt cá mai trong, lại giòn dai, chế biến thành các món ăn như lẩu và gỏi rất thơm và thanh mát chứ không tanh. Cũng chính vì lẽ đó, khi đã một lần dùng thử món gỏi cá mai thực khách sẽ nhớ mãi cái mùi vị thơm ngon khó quên của món ăn đặc trưng của quê hương miền biển này.","Bánh khọt là loại bánh Việt Nam (chính xác là loại bánh đặc trưng của miền nam Việt Nam) làm từ bột gạo hoặc bột sắn, có nhân tôm, được nướng và ăn kèm với rau sống, ớt tươi, thường ăn với nước mắm pha ngọt, rất ít khi chấm nước sốt mắm tôm (không phải mắm tôm hay mắm tôm chua).",co mon an dac san,,,,
ba_ria_vung_tau,co_mon_an_dac_san,chao_hau_long_son,"Về với biển cả mênh mông thả hồn mình theo từng con sóng. Ngoài được ngắm nhìn cảnh đẹp ta còn có cơ hội thưởng thức bao món đặc sản thơm ngon. Một trong những món ngon trứ danh được kể đến khi ghé thăm miền biển Vũng Tàu chính là ốc vú nàng. Ngày nay, để tận dụng được hết sự thơm ngon của món ăn này người ta dùng nó để đóng hộp hoặc làm mứt hạt bàng. Được sự ưa chuộng của nhiều du khách gần xa khi ghé qua thăm khu du lịch này. Thịt cá mai trong, lại giòn dai, chế biến thành các món ăn như lẩu và gỏi rất thơm và thanh mát chứ không tanh. Cũng chính vì lẽ đó, khi đã một lần dùng thử món gỏi cá mai thực khách sẽ nhớ mãi cái mùi vị thơm ngon khó quên của món ăn đặc trưng của quê hương miền biển này.","Cháo hàu là món ăn có giá trị dinh dưỡng cao, đặc biệt có nhiều chất kẽm. Vùng Long Sơn, cách thành phố Vũng Tàu khoảng 20m là nơi nổi tiếng về hàu ngon và rẻ. Đến đây, chúng ta có thể thưởng thức được sự tươi ngon của từng con hàu to béo và đặc biệt món cháo hàu là một trong những thứ không thể bỏ lỡ.",co mon an dac san,,,,
can_tho,co_mon_an_dac_san,banh_tet_la_cam,"Cần Thơ là một thành phố trực thuộc trung ương của Việt Nam, là thành phố hiện đại và phát triển nhất ở Đồng bằng sông Cửu Long. Cần Thơ hiện là đô thị loại I, là trung tâm kinh tế, văn hóa, xã hội, y tế và giáo dục của vùng Đồng bằng sông Cửu Long, là thành phố trung tâm cấp vùng và cấp quốc gia cùng với Đà Nẵng, Hải Phòng.Năm 2018, Cần Thơ là đơn vị hành chính Việt Nam đông thứ 24 về số dân, Danh sách đơn vị hành chính Việt Nam theo GRDP xếp thứ 12 về Tổng sản phẩm trên địa bàn (GRDP), xếp thứ 11 về GRDP bình quân đầu người, đứng thứ 40 về tốc độ tăng trưởng GRDP. Với 1.282.300 người dân, GRDP đạt 103.222 tỉ Đồng (tương ứng với 4,4832 tỉ USD), GRDP bình quân đầu người đạt 80,5 triệu đồng (tương ứng với 3.496 USD), tốc độ tăng trưởng GRDP đạt 7,50%.","Thành phần chính cho một chiếc bánh thường là nếp ngon không được lẫn gạo, lá cẩm tươi rửa sạch, đậu xanh, thịt mỡ, chuối (để làm bánh tét chuối), trứng muối, lá chuối để gói bánh. Nếp ngon phải là nếp trắng loại một, ngâm qua 6 tiếng sau đó để ráo, trộn với nước lá cẩm rồi xào lên để màu của lá cẩm ngấm đều trong từng hạt nếp.Bánh tét lá cẩm là một loại bánh tét có nguồn gốc ở Cần Thơ. Nó khác với bánh tét thông thường ở chỗ thay vì có màu xanh lá, thì nó lại có màu tím đặc trưng.",co mon an dac san,,,,
can_tho,co_mon_an_dac_san,nem_nuong,"Cần Thơ là một thành phố trực thuộc trung ương của Việt Nam, là thành phố hiện đại và phát triển nhất ở Đồng bằng sông Cửu Long. Cần Thơ hiện là đô thị loại I, là trung tâm kinh tế, văn hóa, xã hội, y tế và giáo dục của vùng Đồng bằng sông Cửu Long, là thành phố trung tâm cấp vùng và cấp quốc gia cùng với Đà Nẵng, Hải Phòng.Năm 2018, Cần Thơ là đơn vị hành chính Việt Nam đông thứ 24 về số dân, Danh sách đơn vị hành chính Việt Nam theo GRDP xếp thứ 12 về Tổng sản phẩm trên địa bàn (GRDP), xếp thứ 11 về GRDP bình quân đầu người, đứng thứ 40 về tốc độ tăng trưởng GRDP. Với 1.282.300 người dân, GRDP đạt 103.222 tỉ Đồng (tương ứng với 4,4832 tỉ USD), GRDP bình quân đầu người đạt 80,5 triệu đồng (tương ứng với 3.496 USD), tốc độ tăng trưởng GRDP đạt 7,50%.",abc,co mon an dac san,,,,
can_tho,co_mon_an_dac_san,chuoi_nep_nuong,"Cần Thơ là một thành phố trực thuộc trung ương của Việt Nam, là thành phố hiện đại và phát triển nhất ở Đồng bằng sông Cửu Long. Cần Thơ hiện là đô thị loại I, là trung tâm kinh tế, văn hóa, xã hội, y tế và giáo dục của vùng Đồng bằng sông Cửu Long, là thành phố trung tâm cấp vùng và cấp quốc gia cùng với Đà Nẵng, Hải Phòng.Năm 2018, Cần Thơ là đơn vị hành chính Việt Nam đông thứ 24 về số dân, Danh sách đơn vị hành chính Việt Nam theo GRDP xếp thứ 12 về Tổng sản phẩm trên địa bàn (GRDP), xếp thứ 11 về GRDP bình quân đầu người, đứng thứ 40 về tốc độ tăng trưởng GRDP. Với 1.282.300 người dân, GRDP đạt 103.222 tỉ Đồng (tương ứng với 4,4832 tỉ USD), GRDP bình quân đầu người đạt 80,5 triệu đồng (tương ứng với 3.496 USD), tốc độ tăng trưởng GRDP đạt 7,50%.","Món chuối bọc nếp nướng có lớp vỏ nếp bên ngoài dai dai, giòn giòn, quả chuối bên trong mềm ngọt, thêm nước cốt dừa beo béo, thơm thơm thật hấp dẫn. Chuối nếp nướng được mệnh danh là món ăn vặt vỉa hè vừa rẻ vừa tuyệt ngon, là đặc sản ở Cần Thơ. Nếu có dịp du lịch Cần Thơ bạn hãy thử món ăn dân dã lạ miệng này nhé.",co mon an dac san,,,,
can_tho,co_mon_an_dac_san,banh_cong,"Cần Thơ là một thành phố trực thuộc trung ương của Việt Nam, là thành phố hiện đại và phát triển nhất ở Đồng bằng sông Cửu Long. Cần Thơ hiện là đô thị loại I, là trung tâm kinh tế, văn hóa, xã hội, y tế và giáo dục của vùng Đồng bằng sông Cửu Long, là thành phố trung tâm cấp vùng và cấp quốc gia cùng với Đà Nẵng, Hải Phòng.Năm 2018, Cần Thơ là đơn vị hành chính Việt Nam đông thứ 24 về số dân, Danh sách đơn vị hành chính Việt Nam theo GRDP xếp thứ 12 về Tổng sản phẩm trên địa bàn (GRDP), xếp thứ 11 về GRDP bình quân đầu người, đứng thứ 40 về tốc độ tăng trưởng GRDP. Với 1.282.300 người dân, GRDP đạt 103.222 tỉ Đồng (tương ứng với 4,4832 tỉ USD), GRDP bình quân đầu người đạt 80,5 triệu đồng (tương ứng với 3.496 USD), tốc độ tăng trưởng GRDP đạt 7,50%.","Bánh cóng là một món ăn ở tỉnh Sóc Trăng, Việt Nam, là đặc sản của người Khmer Nam bộ. Bánh có độ giòn và cách làm là bỏ bột chiên và tôm lên trong khuôn như bánh tôm Hồ Tây của người Hà Nội.Bánh có màu hơi sậm chứ không tươi như những nơi khác nhưng lại có mùi thơm và cực kỳ hấp dẫn. Bánh không quá lớn cũng không quá nhỏ, trên mặt bánh, một con tôm nằm khoanh tròn trông rất hấp dẫn. Cắn vào một miếng, bột bánh giòn tan lan toả trong miệng, mùi vị thơm nức, đượm béo của ít mỡ sa, ít đậu xanh và thịt nữa. Nhưng bánh là hỗn hợp của thịt heo băm nhuyễn trộn với củ sắn và đậu xanh nguyên hột… Mọi thứ hoà quyện nhau tạo nên hương vị đặc trưng cho bánh cóng Sóc Trăng.",co mon an dac san,,,,
can_tho,co_mon_an_dac_san,oc_nuong_tieu,"Cần Thơ là một thành phố trực thuộc trung ương của Việt Nam, là thành phố hiện đại và phát triển nhất ở Đồng bằng sông Cửu Long. Cần Thơ hiện là đô thị loại I, là trung tâm kinh tế, văn hóa, xã hội, y tế và giáo dục của vùng Đồng bằng sông Cửu Long, là thành phố trung tâm cấp vùng và cấp quốc gia cùng với Đà Nẵng, Hải Phòng.Năm 2018, Cần Thơ là đơn vị hành chính Việt Nam đông thứ 24 về số dân, Danh sách đơn vị hành chính Việt Nam theo GRDP xếp thứ 12 về Tổng sản phẩm trên địa bàn (GRDP), xếp thứ 11 về GRDP bình quân đầu người, đứng thứ 40 về tốc độ tăng trưởng GRDP. Với 1.282.300 người dân, GRDP đạt 103.222 tỉ Đồng (tương ứng với 4,4832 tỉ USD), GRDP bình quân đầu người đạt 80,5 triệu đồng (tương ứng với 3.496 USD), tốc độ tăng trưởng GRDP đạt 7,50%.",abc,co mon an dac san,,,,
dong_thap,co_mon_an_dac_san,banh_phong_tom_sa_giang,"Đồng Tháp là một tỉnh thuộc vùng Đồng bằng sông Cửu Long, Việt Nam.Vùng đất Đồng Tháp đã được Chúa Nguyễn khai phá vào khoảng thế kỷ XVII, XVIII. Tỉnh Đồng Tháp được thành lập trên cở sở hợp nhất tỉnh Kiến Phong và tỉnh Sa Đéc vào năm 1976. ","Nói về đặc sản Đồng Tháp Mười, sẽ là thiếu sót nếu không nhắc đến bánh phồng tôm Sa Giang ở xứ Sa Đéc. Hàng chục năm qua, đặc sản nổi tiếng của Đồng Tháp là bánh phồng tôm mang thương hiệu Sa Giang đã có mặt trên thị trường nhiều nước và được người tiêu dùng rất ưa chuộng. Bánh phồng tôm Sa Giang ăn không cũng ngon, ăn chơi cùng các món gỏi càng thêm đậm vị.",co mon an dac san,,,,
dong_thap,co_mon_an_dac_san,bi_mam,"Đồng Tháp là một tỉnh thuộc vùng Đồng bằng sông Cửu Long, Việt Nam.Vùng đất Đồng Tháp đã được Chúa Nguyễn khai phá vào khoảng thế kỷ XVII, XVIII. Tỉnh Đồng Tháp được thành lập trên cở sở hợp nhất tỉnh Kiến Phong và tỉnh Sa Đéc vào năm 1976. ","Nem bì hay còn gọi là tré là một món ăn dân dã có xuất xứ từ miền Trung. Chủ yếu là các tỉnh Huế, Quảng Ngãi, Bình Định... Món nem bì có đặc điểm là rất dễ làm, không mất thời gian và có vị chua chua ngọt ngọt và không ngán như nem nướng và nem rán (chả giò).",co mon an dac san,,,,
dong_thap,co_mon_an_dac_san,bong_sung_mam_kho,"Đồng Tháp là một tỉnh thuộc vùng Đồng bằng sông Cửu Long, Việt Nam.Vùng đất Đồng Tháp đã được Chúa Nguyễn khai phá vào khoảng thế kỷ XVII, XVIII. Tỉnh Đồng Tháp được thành lập trên cở sở hợp nhất tỉnh Kiến Phong và tỉnh Sa Đéc vào năm 1976. ","Bông súng mắm kho, một đặc sản của miền sông nước Tây Nam bộ, là sản vật mà thiên nhiên đã ban tặng cho vùng đất này để làm nên nét văn hóa riêng của các vùng miền trên cả nước.Món ăn rất đơn sơ, bình dị và dân dã nhưng nó hội tụ tất cả tinh túy của hương đồng gió nội để làm nên một món ăn mà khi một ai đến vùng Đồng Tháp Mười được nếm thử nó phải xuýt xoa, trầm trồ.",co mon an dac san,,,,
dong_thap,co_mon_an_dac_san,hu_tieu_sa_dec,"Đồng Tháp là một tỉnh thuộc vùng Đồng bằng sông Cửu Long, Việt Nam.Vùng đất Đồng Tháp đã được Chúa Nguyễn khai phá vào khoảng thế kỷ XVII, XVIII. Tỉnh Đồng Tháp được thành lập trên cở sở hợp nhất tỉnh Kiến Phong và tỉnh Sa Đéc vào năm 1976. ","Với hương vị độc đáo của mình, Hủ tiếu Sa Đéc luôn giữ chỗ đứng đặc biệt, với bánh hủ tiếu được làm từ bột gạo, có màu trắng sữa, cọng to, sợi mềm, độ dai vừa phải và không bị bở.Đây là món ăn nhất định bạn phải ăn thử khi đến Sa Đéc, Đồng Tháp.",co mon an dac san,,,,
dong_thap,co_mon_an_dac_san,lau_ca_linh_bong_dien_dien,"Đồng Tháp là một tỉnh thuộc vùng Đồng bằng sông Cửu Long, Việt Nam.Vùng đất Đồng Tháp đã được Chúa Nguyễn khai phá vào khoảng thế kỷ XVII, XVIII. Tỉnh Đồng Tháp được thành lập trên cở sở hợp nhất tỉnh Kiến Phong và tỉnh Sa Đéc vào năm 1976. ","Điên điển hay điền thanh thân tía, điền thanh bụi có tên khoa học là Sesbania sesban, là một loài cây thuộc họ Đậu (Fabaceae). Bông điên điển được xem là một loại rau ở miền đồng bằng Nam Bộ của Việt Nam. Người ta sử dụng nó làm dưa chua, nấu canh, làm gỏi trộn thịt gà. Cây này còn một tác dụng nữa là cải tạo đất khi sử dụng làm phân xanh, do rễ của nó cũng giống như rễ của các loài cây thuộc họ Đậu khác, có các vi khuẩn nốt sần cố định đạm sống cộng sinh. Là loài cây hoang dã nên nó dễ thích nghi với môi trường, có sức cạnh tranh mãnh liệt với sâu bệnh và các cây cỏ khác.",co mon an dac san,,,,
dong_thap,co_mon_an_dac_san,nem_lai_vung,"Đồng Tháp là một tỉnh thuộc vùng Đồng bằng sông Cửu Long, Việt Nam.Vùng đất Đồng Tháp đã được Chúa Nguyễn khai phá vào khoảng thế kỷ XVII, XVIII. Tỉnh Đồng Tháp được thành lập trên cở sở hợp nhất tỉnh Kiến Phong và tỉnh Sa Đéc vào năm 1976. ","Lai Vung là một huyện phía nam thuộc tỉnh Đồng Tháp, Đồng bằng sông Cửu Long, Việt Nam.Huyện Lai Vung cách tỉnh lỵ Đồng Tháp 27,9 km, Thành phố Sa Đéc 17 km và Thành phố Hồ Chí Minh 179 km.",co mon an dac san,,,,
dong_thap,co_mon_an_dac_san,sen_thap_muoi,"Đồng Tháp là một tỉnh thuộc vùng Đồng bằng sông Cửu Long, Việt Nam.Vùng đất Đồng Tháp đã được Chúa Nguyễn khai phá vào khoảng thế kỷ XVII, XVIII. Tỉnh Đồng Tháp được thành lập trên cở sở hợp nhất tỉnh Kiến Phong và tỉnh Sa Đéc vào năm 1976. ","Đồng Tháp là một tỉnh thuộc vùng Đồng bằng sông Cửu Long, Việt Nam.Vùng đất Đồng Tháp đã được Chúa Nguyễn khai phá vào khoảng thế kỷ XVII, XVIII. Tỉnh Đồng Tháp được thành lập trên cở sở hợp nhất tỉnh Kiến Phong và tỉnh Sa Đéc vào năm 1976. ",co mon an dac san,,,,
long_an,co_mon_an_dac_san,gao_nang_thom_cho_dao,"Long An nổi tiếng với Gạo nàng thơm Chợ Đào hạt dài thon, khi nấu dẻo thơm. Điểm đặc trưng là ở giữa hạt gạo có màu trắng đục như hạt lựu. Ngày xưa thứ gạo mỹ miều này nọ còn được dùng để tiến vua. Ở xứ Long An vốn nhiều lúa gạo và nếp ngon nên không khó để mang đến cho đời những khoanh bánh tét hấp dẫn. Thông thường để bánh có màu xanh hấp dẫn người ta nhuộm màu bằng lá rau ngót, màu tím là lá cẩm, màu đỏ là gấc. Những đòn bánh tét Long An nhờ vậy mà mang màu sắc đẹp mắt nhưng an toàn vô cùng. Câu nói quen thuộc của người miền Nam chỉ ngắn gọn vậy nhưng đủ để biết rượu đế Gò Đen ngon tới mức nào","Gạo nàng thơm chợ Đào là thương hiệu gạo nổi tiếng ở Chợ Đào, thuộc xã Mỹ Lệ, huyện Cần Đước, tỉnh Long An. Là loại gạo nổi tiếng thơm ngon, gạo Nàng Thơm Chợ Đào được người tiêu dùng biết đến bởi những ưu điểm nổi bật mà không có mấy loại gạo nào sánh bằng.",co mon an dac san,,,,
long_an,co_mon_an_dac_san,dua_hau,"Long An nổi tiếng với Gạo nàng thơm Chợ Đào hạt dài thon, khi nấu dẻo thơm. Điểm đặc trưng là ở giữa hạt gạo có màu trắng đục như hạt lựu. Ngày xưa thứ gạo mỹ miều này nọ còn được dùng để tiến vua. Ở xứ Long An vốn nhiều lúa gạo và nếp ngon nên không khó để mang đến cho đời những khoanh bánh tét hấp dẫn. Thông thường để bánh có màu xanh hấp dẫn người ta nhuộm màu bằng lá rau ngót, màu tím là lá cẩm, màu đỏ là gấc. Những đòn bánh tét Long An nhờ vậy mà mang màu sắc đẹp mắt nhưng an toàn vô cùng. Câu nói quen thuộc của người miền Nam chỉ ngắn gọn vậy nhưng đủ để biết rượu đế Gò Đen ngon tới mức nào","Dưa hấu là một loại trái cây rất phổ biến và quen thuộc đối với người Việt Nam. Lợi ích từ việc ăn dưa hấu giúp tăng cường hệ miễn dịch, cung cấp nhiều vitamin A, E, C cho cơ thể đã khiến dưa hấu trở thành loại trái cây được nhiều người ưa thích. Tuy nhiên, trong tất cả các loại dưa hấu, dưa hấu Long An lại được biết đến như một loại dưa hấu nổi bật về độ ngon. Chính độ ngon đã khiến dưa hấu trở thành đặc sản không thể không nhắc đến ở vùng đất du lịch Long An đằm thắm.",co mon an dac san,,,,
long_an,co_mon_an_dac_san,banh_tet,"Long An nổi tiếng với Gạo nàng thơm Chợ Đào hạt dài thon, khi nấu dẻo thơm. Điểm đặc trưng là ở giữa hạt gạo có màu trắng đục như hạt lựu. Ngày xưa thứ gạo mỹ miều này nọ còn được dùng để tiến vua. Ở xứ Long An vốn nhiều lúa gạo và nếp ngon nên không khó để mang đến cho đời những khoanh bánh tét hấp dẫn. Thông thường để bánh có màu xanh hấp dẫn người ta nhuộm màu bằng lá rau ngót, màu tím là lá cẩm, màu đỏ là gấc. Những đòn bánh tét Long An nhờ vậy mà mang màu sắc đẹp mắt nhưng an toàn vô cùng. Câu nói quen thuộc của người miền Nam chỉ ngắn gọn vậy nhưng đủ để biết rượu đế Gò Đen ngon tới mức nào","Bánh tét, có nơi gọi là bánh đòn, là một loại bánh trong ẩm thực của cả người Kinh và một số dân tộc thiểu số ở miền Nam và miền Trung Việt Nam, là nét tương đồng của bánh chưng ở Miền Bắc về nguyên liệu, cách nấu, chỉ khác về hình dáng và sử dụng lá chuối để gói thay vì lá dong, vì vậy nó cũng được sử dụng nhiều nhất trong dịp Tết Nguyên đán cổ truyền của dân tộc Việt Nam với vị trí không khác bánh chưng. Nhưng cũng có nhiều bánh tét nhân chuối hay đậu đen được làm hay là bán quanh năm.Ở các vùng trung du và miền núi phía Bắc cũng có loại bánh tương tự có tên là bánh tày. Đây là loại bánh Tết thông dụng ở vùng cố đô Cổ Loa, Kinh Bắc, của các dân tộc thiểu số miền Bắc. Giáo sư Trần Quốc Vượng cho rằng bánh chưng cổ, nguyên thủy là hình tròn như bánh tét hay bánh tày còn bánh tét ra đời trong quá trình giao lưu văn hóa Việt-Chăm, người Việt tạo ra chiếc bánh Tét từ sự hình tượng hóa yếu tố Linga từ thần Siva người Chăm. Có truyền thuyết khác cho rằng mùa xuân Cu năm 1789, Nguyễn Huệ tiến quân ra Bắc đánh quân Thanh. Lúc bấy giờ quân lính được nghỉ ngơi, ăn Tết. Trong số quân lính có một người lính được vợ gửi cho món bánh làm từ gạo nếp, nhân đậu xanh, hình dạng như bánh tét ngày nay. Anh lính mang bánh mời vua Quang Trung. Vua ăn thấy ngon bèn hỏi thăm về loại bánh này. Anh lính kể, bánh do người vợ ở quê nhà làm gửi cho. Mỗi lần ăn bánh, anh càng thương, càng nhớ vợ nhiều hơn. Anh mắc chứng đau bụng nhưng khi ăn bánh này thì lại không thấy đau nữa. Nghe câu chuyện cảm động của anh lính, vua bèn ra lệnh cho mọi người gói loại bánh này để ăn Tết và đặt tên là bánh Tết. Lâu ngày tên bánh biến thành bánh Tét.Bánh tét có hình trụ dài nên còn được gọi là đòn bánh, hai đòn thường có một quai bánh chung bằng gân lá chuối tạo thành một cặp. Do có hình trụ nên khi nấu xong không thể ép bớt nước được và cả do dùng lá chuối nên bánh để không được lâu. Để khắc phục, người ta thường làm bánh không có nhân thịt để có thể để được lâu hơn hoặc dùng ăn chay với nhân có thể là chuối chín. Bánh được đánh giá là gói khéo khi bánh được làm tròn đều, buộc chặt, nhân bánh nằm chính giữa, có nghệ nhân còn gói nhân khi cắt ra có hình tam giác.",co mon an dac san,,,,
long_an,co_mon_an_dac_san,ruou_de_go_den,"Long An nổi tiếng với Gạo nàng thơm Chợ Đào hạt dài thon, khi nấu dẻo thơm. Điểm đặc trưng là ở giữa hạt gạo có màu trắng đục như hạt lựu. Ngày xưa thứ gạo mỹ miều này nọ còn được dùng để tiến vua. Ở xứ Long An vốn nhiều lúa gạo và nếp ngon nên không khó để mang đến cho đời những khoanh bánh tét hấp dẫn. Thông thường để bánh có màu xanh hấp dẫn người ta nhuộm màu bằng lá rau ngót, màu tím là lá cẩm, màu đỏ là gấc. Những đòn bánh tét Long An nhờ vậy mà mang màu sắc đẹp mắt nhưng an toàn vô cùng. Câu nói quen thuộc của người miền Nam chỉ ngắn gọn vậy nhưng đủ để biết rượu đế Gò Đen ngon tới mức nào","Rượu đế Gò Đen, thường được gọi tắt là Đế Gò Đen, là tên một loại rượu trắng (rượu đế) nổi tiếng của Việt Nam. Đây là một loại rượu được nấu từ gạo, hoặc nếp mỡ, nếp than, theo phương pháp cổ truyền, sản xuất ở địa danh Gò Đen, Bến Lức, tỉnh Long An.",co mon an dac san,,,,
tay_ninh,co_mon_an_dac_san,muoi_tom,"Tây Ninh là một tỉnh thuộc vùng Đông Nam Bộ, Việt Nam.Tây Ninh nằm ở vị trí cầu nối giữa Thành phố Hồ Chí Minh và thủ đô Phnôm Pênh, vương quốc Campuchia và là một trong những tỉnh nằm trong Vùng kinh tế trọng điểm phía Nam. Tỉnh có thành phố Tây Ninh nằm cách Thành phố Hồ Chí Minh 99 km theo đường Quốc lộ 22, cách biên giới Campuchia 40 km về phía Tây Bắc.","Muối tôm là một đặc sản của Tây Ninh với thành phần chính gồm có ớt, tôm, bột ngọt , tỏi . Muối được đem đi sấy cho đến khi trở thành màu vàng cam và thơm .",co mon an dac san,,,,
